user_id,date,direction,internal,operator_id,is_missed_call,calls_count,call_duration,total_call_duration,tariff_plan,date_start,wait_time,avg_call_duration
166377,2019-08-12 00:00:00+03:00,out,False,880028,False,20,2074,2191,B,2019-08-01,117,109.55
166377,2019-08-12 00:00:00+03:00,out,True,880028,True,1,0,26,B,2019-08-01,26,26.0
166377,2019-08-12 00:00:00+03:00,in,False,880028,False,1,407,411,B,2019-08-01,4,411.0
166377,2019-08-13 00:00:00+03:00,out,True,880026,True,2,0,23,B,2019-08-01,23,11.5
166377,2019-08-13 00:00:00+03:00,out,False,880026,False,4,258,287,B,2019-08-01,29,71.75
166377,2019-08-13 00:00:00+03:00,out,True,880028,True,1,0,16,B,2019-08-01,16,16.0
166377,2019-08-13 00:00:00+03:00,out,False,880028,False,10,647,788,B,2019-08-01,141,78.8
166377,2019-08-13 00:00:00+03:00,in,False,880028,False,1,88,102,B,2019-08-01,14,102.0
166377,2019-08-13 00:00:00+03:00,out,False,880028,True,1,0,60,B,2019-08-01,60,60.0
166377,2019-08-14 00:00:00+03:00,out,False,880028,True,7,0,105,B,2019-08-01,105,15.0
166377,2019-08-14 00:00:00+03:00,in,False,880026,False,2,197,218,B,2019-08-01,21,109.0
166377,2019-08-14 00:00:00+03:00,in,False,880028,False,1,33,37,B,2019-08-01,4,37.0
166377,2019-08-14 00:00:00+03:00,out,True,880026,True,2,0,0,B,2019-08-01,0,0.0
166377,2019-08-14 00:00:00+03:00,out,False,880028,False,18,2686,2782,B,2019-08-01,96,154.55555555555554
166377,2019-08-14 00:00:00+03:00,out,False,880026,True,7,0,38,B,2019-08-01,38,5.428571428571429
166377,2019-08-14 00:00:00+03:00,out,False,880026,False,10,1567,1654,B,2019-08-01,87,165.4
166377,2019-08-15 00:00:00+03:00,out,False,880026,False,11,1413,1473,B,2019-08-01,60,133.9090909090909
166377,2019-08-15 00:00:00+03:00,out,False,880028,True,8,0,458,B,2019-08-01,458,57.25
166377,2019-08-15 00:00:00+03:00,out,False,880028,False,19,2653,2779,B,2019-08-01,126,146.26315789473685
166377,2019-08-15 00:00:00+03:00,in,False,880028,False,1,23,27,B,2019-08-01,4,27.0
166377,2019-08-15 00:00:00+03:00,out,False,880026,True,15,0,330,B,2019-08-01,330,22.0
166377,2019-08-16 00:00:00+03:00,out,False,880026,True,6,0,249,B,2019-08-01,249,41.5
166377,2019-08-16 00:00:00+03:00,out,False,880026,False,15,1658,1714,B,2019-08-01,56,114.26666666666667
166377,2019-08-16 00:00:00+03:00,out,False,880028,True,4,0,29,B,2019-08-01,29,7.25
166377,2019-08-16 00:00:00+03:00,out,False,880028,False,15,1574,1674,B,2019-08-01,100,111.6
166377,2019-08-16 00:00:00+03:00,out,True,880026,True,3,0,2,B,2019-08-01,2,0.6666666666666666
166377,2019-08-19 00:00:00+03:00,out,False,880026,True,13,0,142,B,2019-08-01,142,10.923076923076923
166377,2019-08-19 00:00:00+03:00,out,False,880026,False,14,1519,1598,B,2019-08-01,79,114.14285714285714
166377,2019-08-19 00:00:00+03:00,out,False,880028,True,5,0,170,B,2019-08-01,170,34.0
166377,2019-08-19 00:00:00+03:00,in,False,880028,False,1,21,39,B,2019-08-01,18,39.0
166377,2019-08-19 00:00:00+03:00,out,False,880028,False,8,904,1033,B,2019-08-01,129,129.125
166377,2019-08-20 00:00:00+03:00,out,False,880028,False,32,2975,3243,B,2019-08-01,268,101.34375
166377,2019-08-20 00:00:00+03:00,out,False,880026,False,19,2568,2758,B,2019-08-01,190,145.1578947368421
166377,2019-08-20 00:00:00+03:00,out,False,880028,True,13,0,572,B,2019-08-01,572,44.0
166377,2019-08-20 00:00:00+03:00,in,False,880028,False,1,30,33,B,2019-08-01,3,33.0
166377,2019-08-20 00:00:00+03:00,out,False,880026,True,9,0,53,B,2019-08-01,53,5.888888888888889
166377,2019-08-21 00:00:00+03:00,out,False,880026,True,8,0,174,B,2019-08-01,174,21.75
166377,2019-08-21 00:00:00+03:00,out,False,880028,True,22,0,717,B,2019-08-01,717,32.59090909090909
166377,2019-08-21 00:00:00+03:00,out,False,880028,False,19,3496,3613,B,2019-08-01,117,190.1578947368421
166377,2019-08-21 00:00:00+03:00,out,False,880026,False,23,2692,2844,B,2019-08-01,152,123.65217391304348
166377,2019-08-22 00:00:00+03:00,out,False,880026,True,6,0,55,B,2019-08-01,55,9.166666666666666
166377,2019-08-22 00:00:00+03:00,out,False,880026,False,23,2979,3062,B,2019-08-01,83,133.1304347826087
166377,2019-08-22 00:00:00+03:00,out,False,880028,True,18,0,710,B,2019-08-01,710,39.44444444444444
166377,2019-08-22 00:00:00+03:00,out,False,880028,False,15,1866,1992,B,2019-08-01,126,132.8
166377,2019-08-22 00:00:00+03:00,in,False,880020,False,1,33,49,B,2019-08-01,16,49.0
166377,2019-08-23 00:00:00+03:00,in,False,880026,False,1,45,52,B,2019-08-01,7,52.0
166377,2019-08-23 00:00:00+03:00,out,False,880026,True,11,0,54,B,2019-08-01,54,4.909090909090909
166377,2019-08-23 00:00:00+03:00,in,False,880028,False,1,41,54,B,2019-08-01,13,54.0
166377,2019-08-23 00:00:00+03:00,out,False,880028,False,24,2242,2413,B,2019-08-01,171,100.54166666666667
166377,2019-08-23 00:00:00+03:00,out,False,880026,False,43,3435,3654,B,2019-08-01,219,84.97674418604652
166377,2019-08-23 00:00:00+03:00,out,False,880028,True,24,0,597,B,2019-08-01,597,24.875
166377,2019-08-26 00:00:00+03:00,out,True,880022,True,3,0,0,B,2019-08-01,0,0.0
166377,2019-08-26 00:00:00+03:00,in,False,880028,False,2,285,302,B,2019-08-01,17,151.0
166377,2019-08-26 00:00:00+03:00,out,False,880026,False,28,3298,3395,B,2019-08-01,97,121.25
166377,2019-08-26 00:00:00+03:00,out,False,880028,True,4,0,241,B,2019-08-01,241,60.25
166377,2019-08-26 00:00:00+03:00,out,False,880022,False,3,1079,1093,B,2019-08-01,14,364.3333333333333
166377,2019-08-26 00:00:00+03:00,out,False,880028,False,5,426,487,B,2019-08-01,61,97.4
166377,2019-08-26 00:00:00+03:00,out,False,880026,True,2,0,46,B,2019-08-01,46,23.0
166377,2019-08-27 00:00:00+03:00,out,False,880026,False,22,3242,3329,B,2019-08-01,87,151.3181818181818
166377,2019-08-27 00:00:00+03:00,out,False,880026,True,5,0,119,B,2019-08-01,119,23.8
166377,2019-08-27 00:00:00+03:00,out,False,880028,True,27,0,983,B,2019-08-01,983,36.407407407407405
166377,2019-08-27 00:00:00+03:00,out,False,880028,False,20,2784,2979,B,2019-08-01,195,148.95
166377,2019-08-28 00:00:00+03:00,out,False,880026,True,11,0,129,B,2019-08-01,129,11.727272727272727
166377,2019-08-28 00:00:00+03:00,out,False,880026,False,16,1783,1868,B,2019-08-01,85,116.75
166377,2019-08-28 00:00:00+03:00,out,False,880028,False,19,1485,1777,B,2019-08-01,292,93.52631578947368
166377,2019-08-28 00:00:00+03:00,out,False,880028,True,29,0,993,B,2019-08-01,993,34.241379310344826
166377,2019-08-29 00:00:00+03:00,out,False,880026,False,22,3244,3396,B,2019-08-01,152,154.36363636363637
166377,2019-08-29 00:00:00+03:00,in,False,880026,False,1,48,52,B,2019-08-01,4,52.0
166377,2019-08-29 00:00:00+03:00,out,False,880028,True,16,0,662,B,2019-08-01,662,41.375
166377,2019-08-29 00:00:00+03:00,out,False,880026,True,23,0,321,B,2019-08-01,321,13.956521739130435
166377,2019-08-29 00:00:00+03:00,out,False,880028,False,25,2323,2595,B,2019-08-01,272,103.8
166377,2019-08-30 00:00:00+03:00,out,False,880028,True,8,0,384,B,2019-08-01,384,48.0
166377,2019-08-30 00:00:00+03:00,out,False,880026,False,24,1653,1864,B,2019-08-01,211,77.66666666666667
166377,2019-08-30 00:00:00+03:00,in,False,880028,False,1,45,65,B,2019-08-01,20,65.0
166377,2019-08-30 00:00:00+03:00,out,False,880022,False,1,239,257,B,2019-08-01,18,257.0
166377,2019-08-30 00:00:00+03:00,out,False,880028,False,14,989,1099,B,2019-08-01,110,78.5
166377,2019-08-30 00:00:00+03:00,out,False,880026,True,11,0,292,B,2019-08-01,292,26.545454545454547
166377,2019-09-02 00:00:00+03:00,in,False,880028,False,2,66,75,B,2019-08-01,9,37.5
166377,2019-09-02 00:00:00+03:00,in,False,880026,False,1,31,34,B,2019-08-01,3,34.0
166377,2019-09-02 00:00:00+03:00,out,False,880026,False,16,1853,1983,B,2019-08-01,130,123.9375
166377,2019-09-02 00:00:00+03:00,out,False,880026,True,6,0,168,B,2019-08-01,168,28.0
166377,2019-09-02 00:00:00+03:00,out,False,880028,False,20,2529,2687,B,2019-08-01,158,134.35
166377,2019-09-02 00:00:00+03:00,out,False,880028,True,29,0,1345,B,2019-08-01,1345,46.37931034482759
166377,2019-09-02 00:00:00+03:00,out,True,880020,True,2,0,0,B,2019-08-01,0,0.0
166377,2019-09-02 00:00:00+03:00,out,False,880020,True,2,0,3,B,2019-08-01,3,1.5
166377,2019-09-03 00:00:00+03:00,out,False,880028,False,17,1573,1733,B,2019-08-01,160,101.94117647058823
166377,2019-09-03 00:00:00+03:00,out,False,880026,False,23,2054,2198,B,2019-08-01,144,95.56521739130434
166377,2019-09-03 00:00:00+03:00,out,False,880028,True,18,0,416,B,2019-08-01,416,23.11111111111111
166377,2019-09-03 00:00:00+03:00,out,False,880026,True,8,0,248,B,2019-08-01,248,31.0
166377,2019-09-04 00:00:00+03:00,out,True,880022,True,1,0,2,B,2019-08-01,2,2.0
166377,2019-09-04 00:00:00+03:00,out,False,880026,True,7,0,164,B,2019-08-01,164,23.428571428571427
166377,2019-09-04 00:00:00+03:00,out,False,880022,False,3,360,395,B,2019-08-01,35,131.66666666666666
166377,2019-09-04 00:00:00+03:00,out,False,880022,True,1,0,55,B,2019-08-01,55,55.0
166377,2019-09-04 00:00:00+03:00,out,True,880028,True,1,0,1,B,2019-08-01,1,1.0
166377,2019-09-04 00:00:00+03:00,out,False,880026,False,27,2176,2393,B,2019-08-01,217,88.62962962962963
166377,2019-09-04 00:00:00+03:00,in,False,880028,False,1,195,208,B,2019-08-01,13,208.0
166377,2019-09-04 00:00:00+03:00,out,False,880028,False,15,2539,2613,B,2019-08-01,74,174.2
166377,2019-09-04 00:00:00+03:00,out,False,880028,True,19,0,230,B,2019-08-01,230,12.105263157894736
166377,2019-09-05 00:00:00+03:00,out,False,880026,True,6,0,242,B,2019-08-01,242,40.333333333333336
166377,2019-09-05 00:00:00+03:00,out,False,880026,False,21,2748,2928,B,2019-08-01,180,139.42857142857142
166377,2019-09-05 00:00:00+03:00,in,False,880020,False,1,63,70,B,2019-08-01,7,70.0
166377,2019-09-05 00:00:00+03:00,out,False,880028,False,8,983,1010,B,2019-08-01,27,126.25
166377,2019-09-05 00:00:00+03:00,out,False,880028,True,9,0,247,B,2019-08-01,247,27.444444444444443
166377,2019-09-05 00:00:00+03:00,in,False,880026,False,1,63,65,B,2019-08-01,2,65.0
166377,2019-09-05 00:00:00+03:00,out,True,880022,True,2,0,0,B,2019-08-01,0,0.0
166377,2019-09-05 00:00:00+03:00,out,False,880022,False,6,746,760,B,2019-08-01,14,126.66666666666667
166377,2019-09-06 00:00:00+03:00,out,True,880022,True,2,0,0,B,2019-08-01,0,0.0
166377,2019-09-06 00:00:00+03:00,out,False,880022,False,5,1243,1265,B,2019-08-01,22,253.0
166377,2019-09-06 00:00:00+03:00,out,False,880028,True,9,0,392,B,2019-08-01,392,43.55555555555556
166377,2019-09-06 00:00:00+03:00,out,False,880028,False,13,1304,1441,B,2019-08-01,137,110.84615384615384
166377,2019-09-06 00:00:00+03:00,out,True,880026,True,1,0,3,B,2019-08-01,3,3.0
166377,2019-09-06 00:00:00+03:00,in,False,880020,False,1,48,56,B,2019-08-01,8,56.0
166377,2019-09-06 00:00:00+03:00,out,False,880022,True,4,0,112,B,2019-08-01,112,28.0
166377,2019-09-06 00:00:00+03:00,out,False,880026,False,14,1045,1127,B,2019-08-01,82,80.5
166377,2019-09-09 00:00:00+03:00,out,False,880026,True,5,0,114,B,2019-08-01,114,22.8
166377,2019-09-09 00:00:00+03:00,out,False,880028,True,9,0,316,B,2019-08-01,316,35.111111111111114
166377,2019-09-09 00:00:00+03:00,out,False,880022,False,4,234,302,B,2019-08-01,68,75.5
166377,2019-09-09 00:00:00+03:00,out,False,880026,False,16,1479,1616,B,2019-08-01,137,101.0
166377,2019-09-09 00:00:00+03:00,out,False,880022,True,5,0,192,B,2019-08-01,192,38.4
166377,2019-09-09 00:00:00+03:00,in,False,880020,False,1,54,58,B,2019-08-01,4,58.0
166377,2019-09-09 00:00:00+03:00,in,False,880026,False,1,32,40,B,2019-08-01,8,40.0
166377,2019-09-09 00:00:00+03:00,out,False,880028,False,18,1601,1806,B,2019-08-01,205,100.33333333333333
166377,2019-09-10 00:00:00+03:00,out,False,880028,True,19,0,552,B,2019-08-01,552,29.05263157894737
166377,2019-09-10 00:00:00+03:00,out,False,880022,True,1,0,54,B,2019-08-01,54,54.0
166377,2019-09-10 00:00:00+03:00,out,False,880028,False,29,2082,2256,B,2019-08-01,174,77.79310344827586
166377,2019-09-10 00:00:00+03:00,out,False,880026,False,32,2451,2620,B,2019-08-01,169,81.875
166377,2019-09-10 00:00:00+03:00,out,False,880022,False,2,88,91,B,2019-08-01,3,45.5
166377,2019-09-10 00:00:00+03:00,out,False,880026,True,6,0,178,B,2019-08-01,178,29.666666666666668
166377,2019-09-11 00:00:00+03:00,out,False,880026,False,16,1452,1529,B,2019-08-01,77,95.5625
166377,2019-09-11 00:00:00+03:00,out,False,880022,False,5,479,533,B,2019-08-01,54,106.6
166377,2019-09-11 00:00:00+03:00,out,False,880028,False,22,2226,2423,B,2019-08-01,197,110.13636363636364
166377,2019-09-11 00:00:00+03:00,out,False,880022,True,3,0,92,B,2019-08-01,92,30.666666666666668
166377,2019-09-11 00:00:00+03:00,in,False,880028,False,1,152,158,B,2019-08-01,6,158.0
166377,2019-09-11 00:00:00+03:00,out,True,880022,True,2,0,0,B,2019-08-01,0,0.0
166377,2019-09-11 00:00:00+03:00,out,False,880028,True,6,0,144,B,2019-08-01,144,24.0
166377,2019-09-11 00:00:00+03:00,out,False,880026,True,5,0,86,B,2019-08-01,86,17.2
166377,2019-09-12 00:00:00+03:00,in,False,880028,False,1,69,73,B,2019-08-01,4,73.0
166377,2019-09-12 00:00:00+03:00,out,False,880028,True,10,0,297,B,2019-08-01,297,29.7
166377,2019-09-12 00:00:00+03:00,out,False,880028,False,16,1030,1161,B,2019-08-01,131,72.5625
166377,2019-09-12 00:00:00+03:00,in,False,880020,False,1,45,49,B,2019-08-01,4,49.0
166377,2019-09-12 00:00:00+03:00,out,False,880022,True,6,0,232,B,2019-08-01,232,38.666666666666664
166377,2019-09-12 00:00:00+03:00,out,False,880026,False,25,2311,2403,B,2019-08-01,92,96.12
166377,2019-09-12 00:00:00+03:00,out,False,880026,True,3,0,118,B,2019-08-01,118,39.333333333333336
166377,2019-09-12 00:00:00+03:00,out,False,880022,False,1,147,150,B,2019-08-01,3,150.0
166377,2019-09-13 00:00:00+03:00,out,False,880026,False,25,1906,2034,B,2019-08-01,128,81.36
166377,2019-09-13 00:00:00+03:00,out,False,880028,True,3,0,63,B,2019-08-01,63,21.0
166377,2019-09-13 00:00:00+03:00,out,False,880022,True,3,0,116,B,2019-08-01,116,38.666666666666664
166377,2019-09-13 00:00:00+03:00,out,False,880028,False,26,2569,2861,B,2019-08-01,292,110.03846153846153
166377,2019-09-13 00:00:00+03:00,out,False,880022,False,1,71,74,B,2019-08-01,3,74.0
166377,2019-09-13 00:00:00+03:00,in,False,880020,False,1,39,43,B,2019-08-01,4,43.0
166377,2019-09-13 00:00:00+03:00,out,False,880026,True,11,0,138,B,2019-08-01,138,12.545454545454545
166377,2019-09-16 00:00:00+03:00,out,False,880026,True,7,0,99,B,2019-08-01,99,14.142857142857142
166377,2019-09-16 00:00:00+03:00,out,False,880028,True,15,0,229,B,2019-08-01,229,15.266666666666667
166377,2019-09-16 00:00:00+03:00,out,False,880026,False,31,2587,2797,B,2019-08-01,210,90.2258064516129
166377,2019-09-16 00:00:00+03:00,in,False,880026,False,1,28,34,B,2019-08-01,6,34.0
166377,2019-09-16 00:00:00+03:00,out,False,880028,False,22,3047,3224,B,2019-08-01,177,146.54545454545453
166377,2019-09-17 00:00:00+03:00,out,False,880022,False,1,126,128,B,2019-08-01,2,128.0
166377,2019-09-17 00:00:00+03:00,in,False,880028,False,1,247,250,B,2019-08-01,3,250.0
166377,2019-09-17 00:00:00+03:00,out,False,880028,True,23,0,651,B,2019-08-01,651,28.304347826086957
166377,2019-09-17 00:00:00+03:00,out,False,880026,False,16,790,946,B,2019-08-01,156,59.125
166377,2019-09-17 00:00:00+03:00,out,False,880028,False,35,2507,2787,B,2019-08-01,280,79.62857142857143
166377,2019-09-17 00:00:00+03:00,out,False,880022,True,7,0,212,B,2019-08-01,212,30.285714285714285
166377,2019-09-17 00:00:00+03:00,out,False,880026,True,2,0,0,B,2019-08-01,0,0.0
166377,2019-09-18 00:00:00+03:00,out,False,880026,False,4,299,315,B,2019-08-01,16,78.75
166377,2019-09-18 00:00:00+03:00,out,False,880022,True,2,0,103,B,2019-08-01,103,51.5
166377,2019-09-18 00:00:00+03:00,out,False,880028,False,20,2447,2634,B,2019-08-01,187,131.7
166377,2019-09-18 00:00:00+03:00,out,False,880022,False,1,71,73,B,2019-08-01,2,73.0
166377,2019-09-18 00:00:00+03:00,out,False,880026,True,2,0,38,B,2019-08-01,38,19.0
166377,2019-09-18 00:00:00+03:00,out,False,880028,True,7,0,201,B,2019-08-01,201,28.714285714285715
166377,2019-09-19 00:00:00+03:00,in,False,880028,False,1,21,23,B,2019-08-01,2,23.0
166377,2019-09-19 00:00:00+03:00,out,False,880026,True,8,0,192,B,2019-08-01,192,24.0
166377,2019-09-19 00:00:00+03:00,out,False,880022,False,2,359,364,B,2019-08-01,5,182.0
166377,2019-09-19 00:00:00+03:00,out,False,880022,True,8,0,251,B,2019-08-01,251,31.375
166377,2019-09-19 00:00:00+03:00,out,True,880022,True,1,0,1,B,2019-08-01,1,1.0
166377,2019-09-19 00:00:00+03:00,out,False,880028,True,23,0,700,B,2019-08-01,700,30.434782608695652
166377,2019-09-19 00:00:00+03:00,out,False,880028,False,18,1638,1775,B,2019-08-01,137,98.61111111111111
166377,2019-09-19 00:00:00+03:00,out,False,880026,False,30,2666,2808,B,2019-08-01,142,93.6
166377,2019-09-20 00:00:00+03:00,out,False,880028,True,17,0,552,B,2019-08-01,552,32.470588235294116
166377,2019-09-20 00:00:00+03:00,out,False,880022,False,1,219,221,B,2019-08-01,2,221.0
166377,2019-09-20 00:00:00+03:00,out,False,880022,True,10,0,509,B,2019-08-01,509,50.9
166377,2019-09-20 00:00:00+03:00,out,False,880026,False,28,2310,2473,B,2019-08-01,163,88.32142857142857
166377,2019-09-20 00:00:00+03:00,out,False,880028,False,17,1683,1848,B,2019-08-01,165,108.70588235294117
166377,2019-09-20 00:00:00+03:00,in,False,880020,False,1,17,28,B,2019-08-01,11,28.0
166377,2019-09-20 00:00:00+03:00,out,False,880026,True,15,0,393,B,2019-08-01,393,26.2
166377,2019-09-23 00:00:00+03:00,out,False,880028,True,24,0,509,B,2019-08-01,509,21.208333333333332
166377,2019-09-23 00:00:00+03:00,out,False,880026,True,13,0,401,B,2019-08-01,401,30.846153846153847
166377,2019-09-23 00:00:00+03:00,out,False,880028,False,24,2181,2368,B,2019-08-01,187,98.66666666666667
166377,2019-09-23 00:00:00+03:00,out,False,880026,False,21,2375,2485,B,2019-08-01,110,118.33333333333333
166377,2019-09-23 00:00:00+03:00,out,False,880022,True,2,0,13,B,2019-08-01,13,6.5
166377,2019-09-23 00:00:00+03:00,out,True,880028,True,1,0,2,B,2019-08-01,2,2.0
166377,2019-09-23 00:00:00+03:00,in,False,880026,False,1,43,49,B,2019-08-01,6,49.0
166377,2019-09-23 00:00:00+03:00,out,False,880022,False,3,351,385,B,2019-08-01,34,128.33333333333334
166377,2019-09-24 00:00:00+03:00,out,False,880026,True,8,0,100,B,2019-08-01,100,12.5
166377,2019-09-24 00:00:00+03:00,in,False,880028,False,3,158,169,B,2019-08-01,11,56.333333333333336
166377,2019-09-24 00:00:00+03:00,out,False,880028,True,13,0,520,B,2019-08-01,520,40.0
166377,2019-09-24 00:00:00+03:00,out,False,880026,False,16,1666,1767,B,2019-08-01,101,110.4375
166377,2019-09-24 00:00:00+03:00,out,False,880022,False,3,353,366,B,2019-08-01,13,122.0
166377,2019-09-24 00:00:00+03:00,out,False,880022,True,1,0,38,B,2019-08-01,38,38.0
166377,2019-09-24 00:00:00+03:00,out,False,880028,False,26,2570,2755,B,2019-08-01,185,105.96153846153847
166377,2019-09-25 00:00:00+03:00,out,False,880022,False,7,1316,1352,B,2019-08-01,36,193.14285714285714
166377,2019-09-25 00:00:00+03:00,out,False,880022,True,8,0,423,B,2019-08-01,423,52.875
166377,2019-09-25 00:00:00+03:00,out,False,880026,False,18,1862,1925,B,2019-08-01,63,106.94444444444444
166377,2019-09-25 00:00:00+03:00,out,False,880028,True,14,0,193,B,2019-08-01,193,13.785714285714286
166377,2019-09-25 00:00:00+03:00,out,False,880026,True,6,0,50,B,2019-08-01,50,8.333333333333334
166377,2019-09-25 00:00:00+03:00,out,False,880028,False,22,1216,1352,B,2019-08-01,136,61.45454545454545
166377,2019-09-26 00:00:00+03:00,out,False,880028,True,29,0,553,B,2019-08-01,553,19.06896551724138
166377,2019-09-26 00:00:00+03:00,out,False,880026,False,16,1250,1308,B,2019-08-01,58,81.75
166377,2019-09-26 00:00:00+03:00,out,False,880028,False,26,2303,2570,B,2019-08-01,267,98.84615384615384
166377,2019-09-26 00:00:00+03:00,out,False,880022,False,3,2411,2419,B,2019-08-01,8,806.3333333333334
166377,2019-09-26 00:00:00+03:00,out,False,880026,True,14,0,87,B,2019-08-01,87,6.214285714285714
166377,2019-09-26 00:00:00+03:00,in,False,880028,False,1,88,96,B,2019-08-01,8,96.0
166377,2019-09-27 00:00:00+03:00,out,False,880026,False,11,1854,1897,B,2019-08-01,43,172.45454545454547
166377,2019-09-27 00:00:00+03:00,out,False,880026,True,3,0,87,B,2019-08-01,87,29.0
166377,2019-09-27 00:00:00+03:00,out,False,880022,False,1,84,86,B,2019-08-01,2,86.0
166377,2019-09-27 00:00:00+03:00,out,False,880022,True,1,0,44,B,2019-08-01,44,44.0
166377,2019-09-27 00:00:00+03:00,out,False,880028,False,19,921,1171,B,2019-08-01,250,61.63157894736842
166377,2019-09-27 00:00:00+03:00,in,False,880026,False,1,6,12,B,2019-08-01,6,12.0
166377,2019-09-27 00:00:00+03:00,out,False,880028,True,21,0,475,B,2019-08-01,475,22.61904761904762
166377,2019-09-30 00:00:00+03:00,out,False,880020,False,4,724,749,B,2019-08-01,25,187.25
166377,2019-09-30 00:00:00+03:00,out,False,880022,False,1,144,146,B,2019-08-01,2,146.0
166377,2019-09-30 00:00:00+03:00,out,False,880020,True,4,0,12,B,2019-08-01,12,3.0
166377,2019-10-01 00:00:00+03:00,out,False,880026,False,19,2023,2155,B,2019-08-01,132,113.42105263157895
166377,2019-10-01 00:00:00+03:00,out,False,880020,False,1,106,108,B,2019-08-01,2,108.0
166377,2019-10-01 00:00:00+03:00,out,False,880026,True,3,0,102,B,2019-08-01,102,34.0
166377,2019-10-02 00:00:00+03:00,out,False,880026,True,3,0,69,B,2019-08-01,69,23.0
166377,2019-10-02 00:00:00+03:00,in,False,880026,False,3,556,568,B,2019-08-01,12,189.33333333333334
166377,2019-10-02 00:00:00+03:00,out,False,880028,True,10,0,313,B,2019-08-01,313,31.3
166377,2019-10-02 00:00:00+03:00,out,False,880028,False,19,1768,1957,B,2019-08-01,189,103.0
166377,2019-10-02 00:00:00+03:00,out,False,880026,False,20,1762,1880,B,2019-08-01,118,94.0
166377,2019-10-03 00:00:00+03:00,out,False,880020,False,1,71,73,B,2019-08-01,2,73.0
166377,2019-10-03 00:00:00+03:00,out,False,880022,False,1,48,50,B,2019-08-01,2,50.0
166377,2019-10-03 00:00:00+03:00,out,True,880026,True,2,0,0,B,2019-08-01,0,0.0
166377,2019-10-03 00:00:00+03:00,out,False,880026,False,19,1367,1530,B,2019-08-01,163,80.52631578947368
166377,2019-10-03 00:00:00+03:00,out,False,880028,False,19,1430,1565,B,2019-08-01,135,82.36842105263158
166377,2019-10-03 00:00:00+03:00,in,False,880028,False,2,133,140,B,2019-08-01,7,70.0
166377,2019-10-03 00:00:00+03:00,out,False,880028,True,24,0,680,B,2019-08-01,680,28.333333333333332
166377,2019-10-03 00:00:00+03:00,out,False,880026,True,1,0,23,B,2019-08-01,23,23.0
166377,2019-10-04 00:00:00+03:00,out,False,880028,False,20,2393,2658,B,2019-08-01,265,132.9
166377,2019-10-04 00:00:00+03:00,out,False,880028,True,19,0,447,B,2019-08-01,447,23.526315789473685
166377,2019-10-04 00:00:00+03:00,out,False,880022,False,1,513,520,B,2019-08-01,7,520.0
166377,2019-10-04 00:00:00+03:00,out,True,880026,True,1,0,0,B,2019-08-01,0,0.0
166377,2019-10-04 00:00:00+03:00,out,False,880026,False,23,2086,2256,B,2019-08-01,170,98.08695652173913
166377,2019-10-07 00:00:00+03:00,out,False,880026,False,21,2024,2136,B,2019-08-01,112,101.71428571428571
166377,2019-10-07 00:00:00+03:00,out,False,880026,True,16,0,163,B,2019-08-01,163,10.1875
166377,2019-10-07 00:00:00+03:00,in,False,880028,False,1,19,31,B,2019-08-01,12,31.0
166377,2019-10-07 00:00:00+03:00,out,True,880026,True,1,0,1,B,2019-08-01,1,1.0
166377,2019-10-07 00:00:00+03:00,out,False,880028,True,15,0,460,B,2019-08-01,460,30.666666666666668
